"Story","Title","Result","Date","Stability","Duration (s)"
"Registering a new client","New clients are given a portfolio with $1000 to start with","SUCCESS","2023-07-15T18:57:14.462505942Z[Etc/UTC]","0.0","5.79"
"Registering a new client","New clients need to provide their full name and email address","SUCCESS","2023-07-15T18:57:20.281215302Z[Etc/UTC]","0.0","0.28"
